"year","ind","qout","po","qktemp","pk","qltemp","pl","pz1","pz2","pz3","pz4","pz5","pz6","pz7","pz8","pz9","pz10","pz11","pz12","pz13","pz14","pz15","pz16","pz17","pz18","pz19","pz20","pz21","pz22","pz23","pz24","pz25","pz26","pz27","pz28","pz29","pz30","pz31","pz32","pz33","pz34","pz35","pn","pe","pm","pma","pmm","pmn","pms","pta","pwp","pos","pfm","pmc","peq","qc1","qc2","qc3","qc4","qc5","qc6","qc7","qc8","qc9","qc10","qc11","qc12","qc13","qc14","qc15","qc16","qc17","qc18","qc19","qc20","qc21","qc22","qc23","qc24","qc25","qc26","qc27","qc28","qc29","qc30","qc31","qc32","qc33","qc34","qc35","qcn","qe","qm","qma","qmm","qmn","qms","qta","qwp","qos","qfm","qmc","qeq"
1972,22,88558.8,0.736987,10555.6,0.859004,87687.6,0.2709,0.465213,0.364357,0.409879,0.134613,0.282789,0.279446,0.374386,0.164386,0.442595,0.418681,0.301952,0.327174,0.270588,0.248288,0.241707,0.186758,0.334242,0.301804,0.309238,0.311917,0.323296,0.760224,0.729863,0.314793,0.306063,0.380948,0.287022,0.361239,0.444974,0.231962,0.174128,0.369957,0.29685,0.24725,0.245437,3.4013,0.203938,0.45583,0.302928,0.512176,0.314811,0.399582,0.441205,0.276317,1.60691,0.314135,0.743994,0.35871,17.052,10.715,18.161,0.29,18.583,1056.73,11.899,1.101,145.302,11.414,282.002,1.278,736.271,104.999,905.805,488.707,2658.67,2.256,762.727,24350.7,9893.44,10126.1,4198.33,204.576,16.526,333.56,60.33,2557.89,516.11,1615.68,892.538,11300.1,1981.1,6520.29,565.714,97.422,3084.01,69797.6,1298.01,42478.9,4339.15,20032.5,158.135,1125.03,435.535,34373.2,14465.6,547.868
1973,22,104018,0.751617,11403.1,0.86681,100484,0.2884,0.638467,0.406115,0.456093,0.158573,0.299958,0.303942,0.447463,0.17136,0.488751,0.447329,0.365313,0.348884,0.290656,0.259527,0.254387,0.237892,0.348348,0.330245,0.323111,0.334711,0.338433,0.776925,0.74339,0.322217,0.321031,0.397206,0.306504,0.373458,0.45748,0.245285,0.187222,0.393482,0.30989,0.262084,0.25324,4.66447,0.222791,0.47877,0.336905,0.534233,0.328864,0.426484,0.486096,0.306009,1.89177,0.334665,0.759604,0.371782,15.063,11.573,18.198,0.265,20.9,1127.54,11.648,0.659,157.52,12.21,287.627,1.321,839.67,115.656,1006.84,495.565,3152.38,2.362,857.622,28553.6,11429.8,11907.5,5063.79,235.425,19.459,357.205,62.603,2879.73,600.321,1853.26,947.608,12555.2,2189.74,7282.25,635.151,80.212,3403.29,80538.6,1418.14,49921.6,5037.99,22069.9,171.221,1240.51,427.973,40130.2,17134.7,602.474
1974,22,113039,0.831006,12379,0.759174,109075,0.3197,0.681952,0.448567,0.841349,0.320031,0.36629,0.344367,0.517103,0.189714,0.565518,0.509131,0.382144,0.397576,0.360566,0.289683,0.328184,0.392595,0.426894,0.357666,0.367099,0.446535,0.410952,0.859481,0.822799,0.349893,0.358765,0.431096,0.363734,0.410346,0.476558,0.293687,0.225824,0.429,0.319144,0.284691,0.28066,3.45514,0.284712,0.559708,0.394373,0.641963,0.401178,0.455873,0.56153,0.360102,1.71024,0.434814,0.840439,0.403901,16.482,10.788,17.474,0.166,21.199,1053.38,11.926,0.343,163.319,11.398,305.267,1.338,888.249,116.7,1062.82,523.44,3321.74,2.48,929.047,29714.8,12136.5,13623.2,5453.07,226.743,19.523,387.255,62.903,2929.56,665.633,1935.27,932.948,13617.5,2426.35,7544.71,661.935,115.665,3509.87,86952.5,1490.44,54068.5,5330.63,23842.1,176.393,1308.7,527.781,41997.3,19270.5,627.095
1975,22,97535.2,0.953485,13396.4,0.857825,96549.3,0.3531,0.663968,0.570633,1.02825,0.372801,0.468913,0.376409,0.557003,0.211438,0.552627,0.518965,0.370876,0.428948,0.411756,0.327154,0.391202,0.451352,0.485757,0.370152,0.41921,0.489582,0.47411,0.986752,0.935734,0.402808,0.407694,0.477411,0.394401,0.439416,0.492305,0.338612,0.28615,0.458793,0.339221,0.313127,0.300243,3.7949,0.33501,0.62423,0.423013,0.723972,0.460355,0.490039,0.550332,0.394554,1.8272,0.48368,0.962462,0.452953,17.41,10.925,17.385,0.131,18.62,925.638,10.535,0.199,158.988,10.095,303.625,1,738.053,98.098,920.192,498.803,2708.23,2.172,831.496,24234.8,10392.1,11548.6,4172.48,177.824,17.148,339.636,51.364,2623.31,657.458,1902.87,841.878,13121.3,2331.77,6839.58,645.688,95.684,3367.96,74150.2,1324.79,44668.7,4459.79,22418.6,170.632,1138.06,481.963,34730,15896.6,531.547
1976,22,103556,0.99716,14013.8,0.988558,96580.1,0.3871,0.681724,0.637958,1.03628,0.411166,0.479499,0.394548,0.543793,0.226388,0.588926,0.55509,0.426009,0.446698,0.431472,0.349432,0.40865,0.480834,0.513649,0.40191,0.451208,0.50961,0.49232,1.02866,0.974061,0.424877,0.438134,0.510214,0.410474,0.459438,0.511346,0.368833,0.34373,0.480812,0.364712,0.337225,0.341192,3.94297,0.37052,0.652933,0.452864,0.753841,0.487047,0.517668,0.586696,0.423707,1.93663,0.503128,1.00296,0.482169,20.517,11.451,17.807,0.117,19.362,921.208,11.389,0.075,171.081,10.654,316.911,0.965,833.183,101.788,1009.84,558.594,2938.89,2.401,855.884,26145.3,10997.5,11505.5,4678.23,202.421,16.417,330.028,54.418,2856.98,730.413,2048.25,822.463,13152.5,2459.38,7176.93,652.779,97.969,3576.75,77645.4,1453.7,46958.5,4804.53,23057.7,183.456,1252.05,507.326,37257.9,16343.9,542.511
1977,22,116668,1.04129,14717.7,1.1772,104686,0.4156,0.672355,0.678337,1.05882,0.465809,0.49286,0.42601,0.567309,0.247876,0.605032,0.591879,0.489159,0.476283,0.446958,0.373683,0.428499,0.53622,0.54317,0.442272,0.488112,0.547787,0.526323,1.07305,0.996193,0.457193,0.472501,0.534942,0.44367,0.501276,0.521199,0.406172,0.409504,0.504749,0.395773,0.361822,0.359722,3.78897,0.415575,0.689849,0.479422,0.796273,0.516218,0.546565,0.604399,0.451915,1.92911,0.539948,1.04029,0.510355,24.425,10.695,18.577,0.105,20.898,910.481,12.769,0.016,189.813,12.376,347.09,1.056,928.969,116.433,1152.56,626.82,3632.67,2.541,940.209,27185.2,12190.7,12165.6,5548.2,223.326,17.486,352.547,62.691,3274.47,851.599,2313.16,851.043,14471.1,2709.8,7962.17,739.911,283.826,3955.68,85537.5,1618.55,50479.6,5741.9,26866.9,203.991,1391.87,925.518,39476.4,17861.6,585.783
1978,22,129872,1.09741,15969,1.27581,113537,0.4466,0.776969,0.764361,1.1638,0.504362,0.531218,0.474188,0.615957,0.272703,0.629162,0.615652,0.565137,0.51328,0.468066,0.400811,0.444903,0.570243,0.572433,0.492588,0.539666,0.591994,0.570768,1.13265,1.0509,0.492102,0.50339,0.572388,0.491666,0.539413,0.532277,0.438666,0.449914,0.537803,0.434214,0.388279,0.390632,4.14982,0.449157,0.73806,0.514357,0.851592,0.547081,0.585775,0.628903,0.4867,2.07493,0.584137,1.09788,0.547061,25.959,13.422,18.37,0.121,22.484,950.034,12.55,0.018,211.003,11.227,346.151,1.04,1043.23,121.324,1282.68,689.304,3900.88,2.558,1006.88,29582.9,13059.7,13476.7,6011.57,234.663,22.976,433.266,60.995,3727.97,999.497,2541.98,942.789,16194,3072.83,8973.17,808.972,344.019,4349.84,94151.9,1753.48,55113.5,6194.64,30411.2,224.084,1506.24,1096.73,42759.2,19657.8,685.555
1979,22,143027,1.16248,17620.5,1.16218,124587,0.492,0.847296,0.96761,1.26378,0.680123,0.59592,0.530438,0.674838,0.2989,0.663325,0.650272,0.615797,0.556468,0.527473,0.437269,0.506867,0.768983,0.635427,0.599618,0.594832,0.678285,0.62565,1.20032,1.10403,0.534089,0.554662,0.601173,0.563572,0.592423,0.536523,0.47577,0.519679,0.581896,0.457264,0.422524,0.417287,4.63486,0.517601,0.80698,0.568246,0.932859,0.609488,0.634463,0.663908,0.542607,2.25027,0.660553,1.16044,0.581129,32.087,15.114,18.737,0.124,22.612,926.001,10.623,0.023,230.517,10.666,343.808,0.954,1123.25,122.339,1295.98,732.492,3968.44,2.106,997.674,30121.9,13795.7,14953.1,7197.67,223.768,26.813,470.028,56.605,3987.77,1186.54,2798.28,994.34,17614.1,3579.53,9901.36,917.37,399.82,4704.61,101683,1854.3,59375.6,6263.24,33579.4,242.665,1581.67,1276.52,44019.4,22314.8,717.486
1980,22,142735,1.2422,19301.7,1.06378,118201,0.5542,0.91445,1.17358,1.30933,1.0256,0.716361,0.588653,0.725963,0.334094,0.728104,0.700179,0.597403,0.601492,0.599028,0.481522,0.615587,1.15319,0.708619,0.610888,0.663944,0.740521,0.683145,1.28367,1.17692,0.589752,0.616335,0.673887,0.69151,0.689841,0.553882,0.554449,0.644033,0.636126,0.487893,0.466291,0.443775,6.00747,0.648895,0.881375,0.620835,1.00805,0.690503,0.707225,0.727733,0.592746,2.69893,0.721235,1.23978,0.648623,28.872,16.348,17.243,0.142,20.721,856.566,8.817,0.03,226.998,11.321,344.009,0.951,1109.02,113.156,1084.99,646.116,3701.11,1.876,909.307,26630.6,13463.6,15680.2,8006.87,195.235,23.039,500.309,48.235,3723.32,1337.24,2810.92,969.092,17885.6,3895.86,10028.3,988.799,345.958,4546.89,100201,1823.46,58484.4,5709.61,33625.3,239.581,1560.38,1207.07,40121.8,23836.2,719.203
1981,22,148215,1.32894,20998.3,1.13171,116328,0.6027,0.866117,1.0655,1.4045,1.34206,0.794407,0.633137,0.755338,0.366005,0.792342,0.754861,0.606236,0.645382,0.648448,0.526914,0.678025,1.36937,0.755958,0.650212,0.718907,0.784543,0.740425,1.3637,1.23665,0.670238,0.688826,0.725104,0.70029,0.768883,0.605793,0.637638,0.754729,0.678884,0.523421,0.512524,0.50757,7.8327,0.754843,0.946069,0.662743,1.07158,0.742108,0.777301,0.791501,0.633183,3.31252,0.769494,1.31252,0.708088,47.068,20.356,15.7,0.198,20.017,832.867,7.556,0.036,236.503,11.696,358.954,0.937,1197.01,104.061,1173.21,594.344,4045.27,1.584,889.365,29078.7,13712,16210.3,8117.82,194.319,15.534,532.812,49.988,3739.73,1465.92,2934.09,1091.01,19817.2,4334.7,10503,1041.55,273.438,4677.13,105239,1950.96,61274.3,6122.83,35429.4,249.21,1657.1,1074.25,42869.6,24490.9,744.659
1982,22,134608,1.37667,22032.4,0.881356,100145,0.6616,0.88707,0.947014,1.44857,1.3417,0.790022,0.656784,0.757181,0.433036,0.796608,0.786287,0.593625,0.681721,0.657843,0.561471,0.683763,1.30525,0.78551,0.659048,0.754366,0.774354,0.771056,1.40928,1.27248,0.713629,0.75046,0.76149,0.706426,0.777062,0.667448,0.702665,0.880418,0.698333,0.550492,0.556078,0.557777,5.41178,0.816212,0.962906,0.669243,1.09264,0.768008,0.785811,0.797072,0.63935,2.75044,0.773426,1.35453,0.746504,53.045,20.46,13.331,0.228,17.388,874.564,5.221,0.035,216.131,10.614,341.409,0.929,1169.93,87.645,1031.07,561.429,3951.26,1.092,761.496,20909.9,12497.7,16584.6,8776.95,197.98,7.31,591.483,45.354,3562.52,1399.26,2731.08,939.236,20400.7,4463.02,10143.3,978.71,425.607,4286.11,99842.1,1874.36,55814.9,5766.85,36771.2,227.38,1598.72,1375.46,33419.4,25500.2,799.966
1983,22,130045,1.34578,22067.1,0.769458,87941.6,0.6655,0.894688,0.995695,1.38048,1.24426,0.797182,0.66954,0.771198,0.475944,0.80315,0.793014,0.621619,0.701164,0.653137,0.586118,0.678134,1.19763,0.792438,0.67244,0.770332,0.781757,0.77738,1.37579,1.26978,0.72646,0.784995,0.785124,0.722546,0.770573,0.710485,0.729419,0.985107,0.722868,0.599863,0.592155,0.579085,3.84207,0.840105,0.96388,0.67323,1.08697,0.774006,0.795425,0.803649,0.642812,2.28397,0.780456,1.33281,0.767259,55.675,18.493,9.15,0.246,16.555,795.571,0.17,0.036,217.07,7.613,354.915,0.61,1270.02,45.477,946.726,521.677,4043.39,0.043,680.238,20044,11661.4,15210.1,10791.4,204.792,1.459,513.44,31.136,3405.86,1362.44,2484.57,700.961,20949.1,4471.45,9955.84,986.188,599.023,3738.25,99978.5,1942.23,55139.7,5692.26,37949.7,224.483,1675.77,1681.53,31716.5,25981.8,720.789
1984,22,163154,1.29243,22652,0.91953,102163,0.6836,0.905496,0.886588,1.36214,1.23316,0.808423,0.691739,0.797879,0.512983,0.829775,0.806927,0.621168,0.723741,0.701334,0.619668,0.697742,1.16019,0.813907,0.699132,0.794009,0.79862,0.796326,1.31746,1.25403,0.740479,0.810663,0.804113,0.722689,0.79455,0.773355,0.771058,0.993844,0.742495,0.62521,0.624816,0.601802,2.7718,0.86365,0.96268,0.708756,1.07716,0.795368,0.801187,0.829834,0.680238,1.91265,0.798008,1.29155,0.784799,70.398,23.832,11.211,0.238,20.672,1111.49,0.177,0.031,247.595,10.308,384.804,0.888,1407.04,59.464,998.776,681.823,4723.08,0.049,761.599,23089.3,13303.1,20174.5,12693.4,245.04,1.134,583.739,35.25,3770.94,1413.94,2889.46,767.034,24692.6,5214.56,11619.2,1047.77,1127.16,4396.3,120912,2174.27,67030.9,6522.69,45805.5,257.642,1857.18,2534.87,36408.5,32903.9,830.477
1985,22,168769,1.25203,23880,0.77338,102324,0.7112,0.839484,0.800083,1.34056,1.16294,0.827033,0.709656,0.780689,0.54837,0.827337,0.818586,0.615722,0.746474,0.700891,0.648687,0.70393,1.11346,0.811321,0.705767,0.811827,0.777293,0.807839,1.27269,1.22292,0.756309,0.818261,0.808224,0.718554,0.80683,0.809352,0.80138,0.981818,0.76424,0.663234,0.653281,0.636268,2.35366,0.874454,0.954792,0.705675,1.05261,0.796557,0.81612,0.827775,0.679805,1.75088,0.788631,1.25215,0.792024,91.785,25.182,10.48,0.209,21.598,1089.35,0.181,0.047,228.842,3.269,378.885,1.037,1367.46,69.328,980.92,611.556,4600.37,0.048,734.666,22483.5,12955.9,20941.8,13670.3,178.502,1.148,567.167,32.297,3705.91,1299.24,2719.78,702.881,24711,5069.96,11207.2,925.018,1288.29,4076.74,122015,2135.17,68331.9,6352.8,45620.1,231.994,1820.34,2668.55,35457.3,34636.4,750.406
1986,22,166101,1.22943,24410.9,0.672538,101214,0.7493,0.80837,0.789836,1.26682,0.767553,0.825428,0.735677,0.79278,0.592638,0.841361,0.837005,0.629679,0.765059,0.713533,0.673138,0.70021,0.762246,0.81739,0.740887,0.830429,0.784962,0.81279,1.24714,1.2194,0.7957,0.810475,0.828762,0.74654,0.8068,0.850238,0.811717,0.904668,0.755583,0.695928,0.678669,0.654062,2.57686,0.820586,0.958072,0.716992,1.04812,0.802656,0.829157,0.84187,0.693146,1.88635,0.795292,1.23565,0.817276,111.918,25.891,10.566,0.241,20.617,965.102,0.184,0.035,216.51,2.393,367.87,0.884,1308.01,64.941,928.975,418.484,4385.67,0.053,691.561,20900.6,12152.9,17580.7,13063,182.34,1.006,479.677,28.048,3670.65,1170.38,2653.72,674.596,24439.2,4892.73,10694.7,818.157,1354.62,3774.02,113620,2070.01,61731.9,6039.37,44758,218.805,1744.71,2661.7,33075.2,30635.5,664.942
1987,22,185563,1.17286,24859.4,0.783302,94927.9,0.7907,0.842669,0.916293,1.22958,0.799068,0.86079,0.762975,0.807585,0.644889,0.864528,0.856924,0.659645,0.785619,0.757642,0.698988,0.722875,0.804814,0.824294,0.788292,0.835131,0.82981,0.824291,1.21482,1.22452,0.821949,0.811314,0.857627,0.78956,0.819322,0.858721,0.811931,0.856275,0.789673,0.729115,0.711269,0.671002,2.22966,0.817776,0.971397,0.755128,1.0564,0.811955,0.848445,0.864976,0.733382,1.70978,0.827779,1.21876,0.845279,116.485,20.631,11.048,0.224,20.995,908.702,0.17,0.026,231.799,9.756,411.869,0.929,1316.42,77.888,969.518,544.302,4836.1,0.052,768.176,21223.5,12874.1,22196,14672.4,230.98,1.128,535.163,33.444,3880.77,1127.87,2553.38,617.933,23269.6,5084.86,11081.8,768.172,1751.22,3734.65,123589,2160.36,69881.2,6617.63,45416.3,241.392,1805.65,3151.63,34118.3,36866.1,768.668
1988,22,208076,1.17336,25347.3,1.10061,94724.6,0.8028,0.941215,1.07648,1.17594,0.744466,0.870211,0.791601,0.844178,0.719745,0.907795,0.885899,0.694361,0.824096,0.834654,0.734292,0.79629,0.777394,0.868871,0.85761,0.849237,0.961676,0.870685,1.22086,1.25764,0.842754,0.826162,0.879726,0.835944,0.86101,0.864482,0.825701,0.849946,0.823418,0.76141,0.748721,0.718962,2.27724,0.8221,1.02052,0.820063,1.11297,0.85706,0.884843,0.907857,0.799063,1.74948,0.927132,1.23522,0.866939,120.483,19.459,11.451,0.251,23.052,914.359,0.177,0.026,254.202,4.945,416.635,0.826,1361.94,79.004,987.33,542.702,5381.51,0.061,817.063,22001.3,13720.3,25936.1,15326.1,240.342,0.934,554.609,34.618,4236.19,1206.83,2642.92,617.554,25305.1,5330.47,12212.3,724.613,1885.95,3822.76,134308,2235.81,76152.5,7239.77,49212.5,259.067,1858.1,3348.99,35728.6,41239,797.317
1989,22,214336,1.18812,26041.3,1.19079,96002.7,0.8413,0.93666,1.08025,1.16396,0.840557,0.919209,0.823211,0.882157,0.811612,0.926919,0.910934,0.738016,0.854889,0.885828,0.77311,0.843818,0.867402,0.898562,0.887931,0.865616,1.0021,0.910028,1.2279,1.27116,0.863905,0.860642,0.905845,0.871906,0.90354,0.881939,0.851091,0.876491,0.848223,0.790345,0.78237,0.751198,2.07397,0.856787,1.04437,0.862875,1.13716,0.887842,0.905469,0.927102,0.848035,1.6459,0.967128,1.24474,0.891437,108.86,22.045,12.424,0.255,24.405,913.095,0.152,0.03,266.933,4.753,422.008,0.744,1403,74.923,995.665,558.177,5088.5,0.054,807.566,22080.9,13603.1,24877.4,16177.3,243.091,0.575,460.422,32.88,4350.01,1163.59,2662.96,611.075,24321.6,5384.55,12535.3,700.076,2050.53,3852.61,133648,2279.31,75863,6941.14,49066.7,271.602,1901.85,3526.85,35703.8,41061.5,704.003
1990,22,212809,1.18839,26842.4,1.11701,92992.4,0.8614,0.93469,1.05234,1.16038,0.942657,0.945861,0.849049,0.911335,0.914321,0.943198,0.938091,0.748631,0.88106,0.88177,0.805724,0.851167,1.03758,0.907711,0.923321,0.876934,0.96195,0.925754,1.22379,1.25069,0.878608,0.884513,0.929398,0.901445,0.936014,0.899277,0.874692,0.895464,0.886641,0.825686,0.823355,0.775759,2.02838,0.901652,1.04952,0.865266,1.12278,0.897152,0.940259,0.94358,0.848648,1.629,0.948109,1.23433,0.911924,113.802,25.1,12.518,0.276,24.242,738.719,0.166,0.022,259.666,4.44,405.16,0.683,1338.38,65.92,985.458,580.819,5084.66,0.056,793.076,22210,13335.3,25916.2,15622,235.738,0.694,439.78,32.496,4269.77,1087.26,2549.03,571.871,23623.3,5105.43,12034.6,686.418,2242,3725.53,132874,2187.59,76245.6,6912.87,47991,264.031,1811.32,3718.76,35583,41524,676.006
1991,22,204114,1.17939,27345.4,0.800108,92690.1,0.8934,0.91697,0.935483,1.14673,0.851258,0.933031,0.857142,0.914952,1.0294,0.954969,0.956371,0.763132,0.897748,0.866148,0.837728,0.873024,0.945822,0.928985,0.928326,0.894112,0.926852,0.93566,1.20616,1.23806,0.910232,0.9068,0.947302,0.921657,0.931718,0.915815,0.920504,0.912755,0.908405,0.85189,0.858125,0.85501,1.88768,0.921926,1.04666,0.859896,1.10594,0.917931,0.956641,0.955455,0.841543,1.562,0.929837,1.21864,0.934791,103.846,22.925,10.95,0.305,23.52,523.386,0.174,0.026,245.049,3.523,395.569,0.718,1270.46,58.665,921.052,495.97,4701.48,0.055,747.767,21087.3,12670.1,24355,16434.4,233.584,0.875,395.252,29.947,4071.51,985.067,2351.66,518.776,22293.6,4973.33,10641.2,624.548,2233.09,3384.37,126994,2075.73,73902.6,6416.42,45016.7,248.503,1725.48,3618.11,33792.2,40801.7,628.838
1992,22,222016,1.14776,28323.3,0.84701,91281.2,0.9413,0.901965,0.930336,1.12172,0.846408,0.9532,0.868105,0.916295,1.13135,0.961461,0.972933,0.835758,0.907921,0.86667,0.862399,0.879228,0.91717,0.934967,0.942402,0.89774,0.908366,0.939038,1.16903,1.21645,0.929476,0.928166,0.96405,0.949256,0.931798,0.926065,0.943247,0.924585,0.919645,0.876778,0.892882,0.886493,1.67094,0.935066,1.03634,0.874942,1.08417,0.923825,0.962374,0.962385,0.859602,1.43237,0.919554,1.18777,0.95244,105.677,22.476,11.648,0.289,23.482,502.325,0.179,0.026,251.101,19.322,411.366,0.767,1284.41,52.985,931.221,532.482,5162.15,0.053,825.196,22129.5,13243,28117.2,18879.2,241.704,0.969,476.576,33.3,4084.42,965.731,2375.81,545.098,21792.6,5145.98,10996.3,544.717,2568.95,3472.11,136694,2124.86,82163,6971.01,45561.7,270.446,1748.89,3958.33,35406.6,47008.7,719.205
1993,22,248050,1.11606,29510.2,0.78349,103010,0.9349,0.965338,0.880431,1.05754,0.857093,0.944123,0.901198,0.929227,1.07898,0.958295,0.979512,0.971051,0.925679,0.854478,0.88903,0.887845,0.887012,0.944067,0.956655,0.916806,0.895707,0.944195,1.13281,1.20307,0.949563,0.95345,0.981484,0.959615,0.94708,0.940703,0.958926,0.95487,0.939893,0.920437,0.917017,0.908765,1.44181,0.945606,1.02917,0.897104,1.06605,0.933968,0.971136,0.959895,0.883222,1.28835,0.913484,1.16058,0.970879,101.523,23.17,11.782,0.385,25.009,608.43,0.216,0.029,269.837,19.247,432.138,1.079,1358.42,54.352,999.268,582.76,5641.79,0.07,861.724,24331.4,14181.6,32646.3,20832,267.085,1.578,407.89,36.707,4468.4,1047.97,2479.86,583.989,22557.4,5304.3,11345.7,526.347,2942.72,3664.68,149584,2235.44,91838.3,7561.6,47806.8,289.098,1845.16,4429.69,38538.5,53459.6,675.116
1994,22,285677,1.09519,30671,0.833654,110820,0.9653,0.922223,0.94681,1.03458,0.809254,0.966933,0.938393,0.94499,0.94714,0.96246,0.982601,1.01052,0.957059,0.887284,0.911683,0.908693,0.856673,0.957791,0.977379,0.950846,0.956704,0.961494,1.10855,1.18012,0.976313,0.970706,0.99411,0.971999,0.960947,0.958291,0.966438,0.982172,0.960889,0.940954,0.944926,0.929862,1.32822,0.950045,1.03741,0.923619,1.0704,0.950981,0.984473,0.963988,0.917328,1.21926,0.958336,1.1368,0.988767,115.023,22.317,13.69,0.314,27.33,678.61,0.189,0.026,301.924,24.447,469.296,0.989,1435.73,51.538,1068.62,599.401,6106.08,0.06,938.708,26737.6,15768.7,40484.8,24225.9,311.935,1.005,588.807,40.318,4850.9,1133.01,2648.08,560.053,24067.1,5650.39,12187.2,674.223,3466.61,3828.43,170319,2400.36,107551,8178.48,51740.4,326.426,1957.93,5181.09,42534.8,64627.5,900.982
1995,22,332767,1.06306,32664.4,1.05558,112710,0.9808,0.961163,1.09429,1.01645,0.794378,0.997089,0.977239,0.959036,0.976005,0.995202,0.988924,1.00535,0.981672,1.08808,0.9653,0.994262,0.885998,1.00524,1.01098,0.990803,1.06072,0.997976,1.07506,1.10562,0.992882,0.984165,1.00816,0.987369,0.987928,0.972383,0.987629,0.975382,0.987351,0.975248,0.972208,0.978979,1.1996,0.968303,1.04592,1.0498,1.06933,1.00218,1.00094,0.994775,1.06478,1.13917,1.03676,1.08737,1.00365,122.967,23.945,14.296,0.341,29.379,648.334,0.194,0.028,323.501,25.511,493.214,1.039,1513.14,52.295,1071.09,636.737,6645.76,0.064,992.149,27255.9,17271.1,47745.7,32117.2,350.16,1.307,763.825,42.194,5077.59,1280.26,2681.8,560.587,27616.1,6145.13,13532.2,617.936,4538.59,3897.92,195952,2533.27,125434,8780.38,58671.2,349.066,2060.3,6403.18,44536.4,79861.1,1114.94
1996,22,379411,1,35093.7,1,119803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160.65,27.252,15.855,0.297,29.946,747.984,0.2,0.03,321.313,21.87,533.391,1.087,1576.32,56.03,1092.47,760.245,7096.27,0.065,1056.62,29800.3,18043.5,57246,38764.1,319.87,1.204,853.42,46.599,5426.36,1385.9,2787.31,577.783,27962.4,6354.1,14505.3,644.449,6297.31,4141.49,220372,2670.96,145056,9321.9,62575.8,343.248,2166.83,8327.65,47871,96010,1174.49
1997,22,426364,0.949041,38131.3,1.0519,127311,1.0206,1.01858,0.952273,0.969674,1.01979,1.03902,1.03185,1.00508,1.05099,1.0054,1.00569,1.03706,1.01394,0.956594,1.02026,1.00338,0.98146,0.998478,1.02085,1.01366,1.00619,1.00511,0.929889,0.927213,0.99417,1.00888,0.98877,1.00222,1.01392,1.02715,1.00578,1.04079,1.01081,1.0462,1.02601,1.01312,0.796746,1.00626,0.967831,0.984363,0.953958,1.00086,0.993621,1.00543,0.978616,0.845699,1.00573,0.9288,0.990493,148.684,33.647,16.671,0.272,32.164,690.261,0.236,0.032,315.893,29.296,557.461,1.231,1567.5,72.818,1161.51,698.281,7740.82,0.084,1067.42,28829.5,20085.5,63039.1,43744.6,387.571,1.698,699.344,49.093,5655.67,1456.8,2883.19,581.916,29056.4,6800.6,15337.7,722.136,9151.99,4181.14,238044,2694.12,156701,10050.4,67909.4,345.275,2200.17,11256.7,48947.6,106783,1088.87
1998,22,481539,0.867801,42406.2,1.00419,119982,1.0706,0.968224,1.05336,0.940796,0.827126,0.984727,1.06048,0.987798,1.1953,1.01102,1.01702,1.01971,1.02418,0.983638,1.04952,1.00754,0.774406,0.997318,1.02287,1.03257,0.97818,1.01012,0.8553,0.823307,0.989742,1.01341,0.984635,0.999484,1.02434,1.03846,0.999267,1.02363,1.02565,1.06578,1.05345,1.02846,0.62127,0.964617,0.922594,0.995328,0.890044,1.00223,0.982469,1.01157,0.994542,0.701528,0.991132,0.842401,0.98627,156.45,31.956,16.608,0.348,31.896,643.985,0.099,0.018,321.377,34.929,562.946,1.186,1607.74,80.093,1173.59,744.563,8037.94,0.073,1059.05,31864.5,20992.3,73383.5,48126.1,385.638,1.9,726.111,51.498,5713.23,1591.58,3084.67,620.648,31084.1,7084.35,16216.7,832.849,12798.1,4468.33,262881,2765.79,175153,10352.2,74127.6,356.395,2253.05,14910.9,52876.6,121542,1113.85
1999,22,526041,0.808654,45734.8,0.811563,119374,1.1411,0.982147,1.07994,0.887748,0.826473,1.00283,1.079,0.980208,1.53686,0.992628,1.01469,1.0408,1.03278,0.981434,1.06937,1.01238,0.86435,0.996415,1.01742,1.05556,0.944613,1.00945,0.79722,0.782912,0.992279,1.01996,0.981206,0.998656,1.03555,1.04298,1.00134,1.00517,1.02943,1.08765,1.07818,1.05082,0.518074,0.979684,0.891771,0.997629,0.848204,1.00463,0.972045,0.99453,0.999049,0.611347,0.970752,0.791309,0.984992,175.762,35.157,17.505,0.298,31.725,624.237,0.116,0.018,326.751,24.83,573.079,1.075,1547.95,72.194,1175.14,892.318,7884.62,0.08,1185.21,32400.4,21872.1,80663.1,52050.6,494.112,2.123,841.357,54.549,5405.56,1570.9,3055.96,611.04,31252.4,7125.66,16230.6,878.541,17636.6,4553.83,277638,2722.82,187570,10335.5,76867.2,351.541,2196.07,19135.9,54311.1,132764,1338.09
